UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
1852,M,300.3,310.1,1228,31.5,205,0
1853,M,297.8,307.9,1364,28.2,70,0
1854,M,300.7,311.8,1658,46.2,153,0
1855,H,299.1,308.4,1586,29.1,100,0
1856,L,302.1,311.5,1585,46.4,160,0
1857,M,301.5,311.1,1657,57.1,171,0
1858,L,299.0,310.2,1576,49.5,239,0
1859,M,299.7,311.0,1437,45.7,31,0
1860,M,298.9,307.5,1650,42.7,165,0
1861,M,297.2,308.2,1541,36.2,211,0
1862,M,298.3,309.1,1457,38.9,9,0
1863,L,300.4,312.0,1661,34.3,78,0
1864,L,300.7,311.0,1654,26.8,206,0
1865,H,300.3,310.3,1576,40.4,197,0
1866,H,299.4,310.5,1845,51.1,246,0
1867,L,301.9,312.6,1775,27.1,216,0
1868,L,300.1,312.4,1717,54.0,128,0
1869,L,301.4,312.4,1997,52.2,197,0
1870,M,296.5,306.6,1511,44.0,76,0
1871,M,292.2,301.0,1454,44.1,74,0
1872,L,300.6,310.0,1692,38.1,215,0
1873,L,297.2,305.7,1492,40.4,211,0
1874,M,299.6,309.4,1540,35.4,89,0
1875,M,299.4,310.3,1361,40.3,24,0
1876,L,303.2,313.2,1646,41.4,51,0
1877,L,300.8,311.8,1274,58.8,51,0
1878,L,300.3,310.7,1520,45.7,11,0
1879,L,301.7,311.3,1535,37.9,45,0
1880,L,300.7,310.8,1459,39.0,136,0
1881,M,299.1,309.6,1223,32.9,44,0
1882,M,302.1,312.3,1222,34.5,35,0
1883,M,297.8,307.9,1404,49.1,136,0
1884,M,300.6,309.9,1634,35.1,96,0
1885,L,296.9,306.5,1589,33.8,167,0
1886,L,300.4,312.7,1535,34.1,161,1
1887,L,300.4,311.6,1379,32.7,87,0
1888,L,303.4,311.9,1599,51.3,52,0
1889,M,296.9,304.5,1215,41.4,108,0
1890,H,298.8,308.9,1109,37.2,44,0
1891,L,301.6,312.5,1494,40.3,125,0
1892,L,300.7,310.2,1440,42.2,96,0
1893,M,300.4,311.4,1719,32.5,160,0
1894,L,298.1,308.1,1566,26.1,28,0
1895,L,298.8,308.7,1833,53.4,165,0
1896,M,302.5,313.2,1439,49.9,47,1
1897,M,299.9,309.4,1625,43.8,240,0
1898,L,300.8,310.5,1492,49.2,204,0
1899,L,299.8,310.4,1785,59.1,81,0
1900,M,297.6,307.6,1501,34.6,58,0
1901,L,301.9,313.8,1690,28.8,61,0
1902,L,301.0,311.7,1345,46.6,34,0
1903,M,304.6,315.2,1463,25.3,174,0
1904,L,298.0,307.9,1522,40.4,58,0
1905,M,301.6,312.5,1764,37.0,186,0
1906,L,297.4,307.1,1144,46.7,129,0
1907,H,300.3,310.6,1478,35.2,88,0
1908,L,302.0,311.0,1472,52.0,249,0
1909,L,295.9,306.9,1166,32.5,187,0
1910,L,299.6,309.9,1454,47.1,133,0
1911,L,298.9,310.9,1262,33.3,24,0
1912,M,298.6,311.0,1120,45.5,52,0
1913,H,300.8,311.5,1491,29.9,211,0
1914,L,302.2,312.3,1484,39.8,123,0
1915,L,299.7,308.8,1494,53.2,77,0
1916,M,300.4,311.3,1583,41.2,113,0
1917,M,300.2,310.4,1380,51.8,131,0
1918,L,300.0,310.5,1858,39.7,199,0
1919,L,297.8,309.6,1532,34.9,225,0
1920,L,302.2,311.4,1768,41.7,91,0
1921,M,300.6,309.7,1237,46.2,55,0
1922,L,300.8,310.6,1388,20.9,1,0
1923,M,298.4,309.2,1660,45.2,144,0
1924,L,299.1,309.6,1497,30.6,195,0
1925,M,299.6,308.8,1345,28.1,246,0
1926,L,296.9,307.7,1208,45.4,47,0
1927,L,296.6,305.4,1669,53.4,225,0
1928,L,298.8,308.0,1654,42.2,154,0
1929,M,301.0,310.9,1581,26.4,210,0
1930,L,298.7,308.1,1449,33.3,91,1
1931,L,298.0,308.9,1338,35.8,101,0
1932,L,298.4,308.7,1528,42.0,33,0
1933,L,299.1,310.9,1302,39.3,95,0
1934,M,299.3,309.0,1403,45.0,168,0
1935,M,304.3,314.2,1763,50.0,94,0
1936,M,302.1,313.3,1206,43.4,5,0
1937,L,302.0,312.0,1659,49.0,5,0
1938,M,302.3,313.8,1805,37.3,27,0
1939,L,298.0,308.5,1684,73.0,135,0
1940,L,297.6,305.2,1609,45.5,128,0
1941,L,297.8,309.0,1455,46.8,79,0
1942,L,302.7,313.6,1422,57.6,233,0
1943,M,298.9,309.9,1135,40.9,210,0
1944,M,297.5,305.6,1544,33.5,17,0
1945,M,299.1,308.5,1465,53.1,221,0
1946,L,299.5,308.9,1413,53.7,79,1
1947,L,300.5,309.7,1534,41.5,224,0
1948,L,300.5,312.2,1549,57.6,122,0
1949,L,298.3,308.3,1424,39.2,91,1
1950,L,301.4,311.3,1826,49.3,174,0
1951,L,298.7,309.3,1668,55.2,207,0
1952,L,299.7,310.3,1698,41.0,10,0
1953,L,301.4,308.0,1519,44.6,5,0
1954,M,298.7,308.1,1629,50.3,141,0
1955,H,298.9,307.4,1377,36.3,111,0
1956,H,301.2,311.6,1657,31.9,227,0
1957,M,298.3,308.0,1501,53.3,21,1
1958,L,299.2,309.2,1355,43.1,231,0
1959,M,301.1,309.0,1533,34.9,214,0
1960,M,304.1,313.8,1485,40.9,158,1
1961,L,301.2,312.3,1953,45.1,27,0
1962,L,300.9,312.4,1615,24.3,146,0
1963,M,301.1,311.8,1820,47.2,114,0
1964,L,297.9,306.5,1740,44.1,213,0
1965,L,300.2,311.5,1544,56.6,128,0
1966,L,299.9,310.7,1458,37.8,194,0
1967,L,300.6,310.5,1226,53.8,199,0
1968,L,300.2,308.2,1382,39.6,140,0
1969,L,300.8,311.7,1656,41.4,178,0
1970,L,299.4,308.8,1483,42.8,0,0
1971,L,300.1,310.5,1605,60.9,28,0
1972,M,297.5,307.6,1174,27.6,140,0
1973,L,299.4,310.9,1619,45.0,41,0
1974,L,302.8,312.7,1734,40.4,28,0
1975,L,300.6,310.6,1220,39.7,93,0
1976,H,300.0,311.5,1604,45.8,143,0
1977,L,303.8,313.1,1778,51.1,59,0
1978,L,297.3,308.1,1838,45.3,104,0
1979,M,297.8,307.6,1447,52.4,161,0
1980,M,303.4,312.4,1677,37.5,246,0
1981,L,300.1,310.1,1793,39.5,39,0
1982,M,299.5,310.2,1609,30.0,194,0
1983,L,297.6,309.0,1768,59.8,92,0
1984,L,300.9,312.4,1531,38.1,221,0
1985,L,301.1,310.8,1608,37.0,182,0
1986,L,297.8,306.8,1426,46.1,185,0
1987,M,299.7,309.4,1508,51.1,51,0
1988,L,299.3,308.1,1615,33.1,63,1
1989,L,300.5,310.3,1413,51.9,225,0
1990,M,297.8,307.4,1497,37.0,3,0
1991,M,302.5,313.2,1674,54.3,175,0
1992,L,301.8,309.6,1905,34.6,199,0
1993,M,299.3,308.5,1171,47.4,110,0
1994,L,299.6,308.8,1891,40.4,239,0
1995,M,299.7,310.9,1491,28.7,17,0
1996,M,298.4,307.3,1710,25.8,85,0
1997,H,299.1,309.3,1745,32.6,9,0
1998,L,299.5,309.3,1818,49.9,114,0
1999,L,303.2,314.3,1407,20.6,13,0
2000,L,301.9,312.5,1497,43.3,178,0
2001,L,301.9,312.0,1528,42.5,117,0
2002,L,300.7,310.2,1474,23.2,109,0
2003,H,297.8,305.9,1774,32.0,94,0
2004,L,299.9,310.2,1524,32.0,98,0
2005,L,301.9,312.5,1248,40.5,45,0
2006,M,297.5,305.9,1424,54.7,193,0
2007,L,301.3,310.0,1255,50.7,60,0
2008,M,304.6,314.9,1497,36.4,129,1
2009,L,302.1,312.5,1658,31.7,162,0
2010,L,302.8,311.8,1420,24.4,33,0
2011,L,300.4,309.9,1465,36.2,92,0
2012,L,301.9,310.1,1488,31.0,69,0
2013,H,298.6,309.9,1563,39.6,195,0
2014,L,301.6,310.3,1630,40.0,64,0
2015,L,301.3,311.9,1682,35.2,162,0
2016,L,300.6,310.5,1941,35.5,175,0
2017,L,302.6,313.9,1560,33.1,46,0
2018,M,298.9,308.1,1669,34.9,217,0
2019,L,299.6,309.7,1253,54.4,220,0
2020,M,300.2,308.5,1470,45.2,10,0
2021,H,297.9,306.0,1489,45.3,189,1
2022,L,300.5,311.1,1355,50.1,114,1
2023,H,296.6,304.8,1442,49.2,131,0
2024,L,302.1,311.9,1518,54.2,85,0
2025,L,300.1,311.1,1447,45.9,32,0
2026,L,299.0,309.7,2003,42.1,161,0
2027,M,298.3,307.7,1629,34.1,94,0
2028,H,299.5,307.9,1896,31.8,73,0
2029,L,301.4,311.9,1805,48.8,162,0
2030,M,301.1,312.4,1423,38.9,180,0
2031,L,298.6,307.9,1544,26.4,250,0
2032,L,298.3,307.5,1460,19.1,27,0
2033,L,301.3,310.8,1509,61.5,22,0
2034,H,298.6,309.1,1363,30.1,48,0
2035,M,300.1,311.3,1458,33.1,75,0
2036,L,300.2,309.0,1602,52.3,220,0
2037,L,300.6,309.1,1597,27.9,1,0
2038,L,301.7,314.1,1583,45.3,76,0
2039,L,297.5,307.3,1527,58.2,99,0
2040,L,296.2,306.4,1692,61.1,110,0
2041,M,298.9,308.2,1491,35.5,153,0
2042,L,303.6,314.1,1787,39.9,144,0
2043,L,304.0,315.0,1207,36.0,42,0
2044,L,303.7,314.0,1655,39.8,96,0
2045,M,299.6,311.4,1625,53.0,58,0
2046,M,296.4,306.1,1417,26.0,120,0
2047,L,295.3,305.1,1474,46.5,213,0
2048,M,298.8,309.0,1621,38.0,65,0
2049,L,299.6,310.1,1701,53.7,73,0
2050,L,302.6,312.8,1224,53.2,38,0
2051,L,301.7,310.5,1650,35.9,25,0
2052,L,300.5,310.8,1456,38.9,221,0
2053,L,298.2,307.8,1739,48.9,149,0
2054,H,298.1,307.5,1208,49.8,202,0
2055,M,300.5,310.5,1975,15.3,21,0
2056,M,301.4,310.4,1379,48.9,87,0
2057,L,300.8,309.6,1793,56.5,185,0
2058,L,297.9,305.3,1525,42.6,28,0
2059,M,301.3,313.0,1391,49.5,114,0
2060,L,300.9,311.4,1585,52.8,9,0
2061,L,297.9,307.7,1722,42.2,225,0
2062,L,298.4,307.8,1260,48.1,109,0
2063,M,301.4,308.5,1663,40.1,152,0
2064,L,299.5,308.8,1535,39.5,148,0
2065,L,303.2,313.9,1641,33.4,188,0
2066,M,301.0,311.9,1539,41.7,117,0
2067,L,299.0,309.7,1435,58.9,122,1
2068,L,300.0,310.1,1338,31.0,166,0
2069,L,300.1,311.4,1658,46.2,204,0
2070,L,298.5,308.2,1657,43.2,65,0
2071,M,298.2,309.3,1656,54.7,250,0
2072,L,301.4,311.0,1614,56.6,133,0
2073,L,301.7,310.8,1707,30.8,251,0
2074,M,301.2,310.2,1789,34.3,0,0
2075,M,303.0,312.0,1202,34.8,248,0
2076,M,298.9,309.6,1118,35.2,27,0
2077,L,303.3,312.6,1845,36.0,213,0
2078,L,298.2,307.2,1297,43.5,138,0
2079,H,298.0,308.7,1343,31.5,166,0
2080,M,296.5,306.8,1486,32.9,123,0
2081,L,299.1,310.1,1241,32.1,196,0
2082,L,299.0,309.5,1469,44.9,145,1
2083,L,301.1,310.3,1368,39.4,19,0
2084,H,300.5,310.6,1496,37.6,75,0
2085,L,297.6,307.7,1588,31.6,212,0
2086,L,299.2,308.3,1476,24.0,90,0
2087,L,299.3,308.2,1467,56.3,57,0
2088,M,296.4,305.8,1584,37.1,177,0
2089,M,298.0,310.1,1724,67.1,168,0
2090,L,298.5,308.0,1824,47.7,97,0
2091,M,302.9,314.1,1498,58.3,145,0
2092,H,300.4,309.9,1864,49.9,161,0
2093,L,301.3,312.2,1694,41.6,65,0
2094,L,297.0,307.9,1317,34.0,244,0
2095,L,302.4,313.3,1312,30.2,205,0
2096,M,302.6,313.0,1434,51.2,102,0
2097,L,296.0,307.4,1796,42.7,64,0
2098,M,298.6,309.0,1448,46.2,125,0
2099,M,301.0,312.7,1199,48.1,219,1
2100,L,301.3,309.7,1497,43.6,104,0
2101,H,298.6,309.0,1183,35.3,26,0
2102,L,299.4,309.7,1349,50.1,29,0
2103,L,298.8,307.9,1432,38.0,85,0
2104,M,300.2,310.8,1564,40.9,75,0
2105,M,302.4,310.9,1721,47.2,128,0
2106,L,298.5,307.8,1662,39.4,224,0
2107,M,302.0,310.0,1326,21.8,40,0
2108,H,298.4,310.0,1471,50.4,239,0
2109,L,298.3,308.1,1551,52.5,248,0
2110,H,301.6,313.8,1491,21.7,112,0
2111,L,301.8,312.6,1489,29.6,189,0
2112,L,301.7,312.2,1229,60.2,0,0
2113,L,297.4,306.8,1331,42.3,132,0
2114,M,299.1,308.0,1465,40.0,175,0
2115,M,301.6,312.2,1000,35.7,132,0
2116,L,300.1,310.0,1652,29.7,70,0
2117,L,297.9,306.5,1292,38.1,83,0
2118,M,300.9,309.4,1660,49.7,25,0
2119,L,298.6,307.6,1645,39.8,48,0
2120,M,303.6,315.4,1440,46.1,69,0
2121,M,303.1,315.3,1717,57.7,89,0
2122,L,301.2,311.4,1671,34.2,60,1
2123,H,302.7,312.9,1482,43.0,2,1
2124,L,300.1,309.8,1462,50.0,166,0
2125,H,301.5,310.6,1734,30.7,77,0
2126,M,303.0,314.3,1579,41.8,176,0
2127,M,300.5,312.4,1725,58.7,13,0
2128,L,299.5,308.6,1110,36.6,19,0
2129,M,296.6,306.5,1555,50.7,185,0
2130,L,299.8,309.4,1255,38.6,171,0
2131,L,301.6,311.2,1533,58.0,136,0
2132,L,301.9,313.1,1665,23.5,190,0
2133,L,301.0,309.7,1849,40.6,249,0
2134,L,298.9,309.4,1370,25.2,189,0
2135,M,296.0,306.8,1443,33.0,5,0
2136,M,299.0,308.9,1520,32.9,193,0
2137,L,299.4,310.3,1363,37.3,101,0
2138,M,299.4,309.5,1713,28.1,104,1
2139,L,301.2,312.5,1525,39.3,42,0
2140,M,304.0,312.4,1559,44.6,63,0
2141,M,300.2,309.9,1649,24.7,96,0
2142,L,299.6,309.5,1525,33.7,43,0
2143,M,299.5,306.8,1391,65.4,4,1
2144,L,300.2,309.2,1526,43.3,140,0
2145,L,298.3,307.5,1384,21.8,119,0
2146,M,300.2,311.2,1557,26.0,142,0
2147,L,300.9,310.2,1716,42.3,236,0
2148,L,300.4,309.6,1327,41.0,118,0
2149,L,300.9,311.7,1263,34.1,249,0
2150,M,300.9,309.2,1546,61.9,161,0
2151,L,296.5,304.4,1400,66.2,183,0
2152,L,301.3,310.9,1543,37.4,200,0
2153,M,298.7,307.2,1595,48.7,89,0
2154,M,297.8,306.4,1154,49.2,29,0
2155,L,297.8,308.4,1661,50.6,55,0
2156,L,300.9,311.7,1328,33.6,123,0
2157,L,299.6,310.3,1533,59.4,213,0
2158,L,296.6,307.7,1419,39.3,152,0
2159,L,301.0,312.2,1439,44.2,231,0
2160,M,297.1,305.0,1841,40.0,67,0
2161,M,300.3,310.7,1595,38.6,124,0
2162,M,300.5,309.9,1699,42.8,46,0
2163,L,301.8,311.0,1565,28.1,27,0
2164,M,303.6,314.1,1648,20.3,245,0
2165,L,297.3,305.5,1612,37.9,36,0
2166,H,299.9,308.1,1583,31.2,73,0
2167,M,299.4,310.1,1736,45.5,72,0
2168,L,300.9,311.4,1566,44.3,250,0
2169,M,300.4,310.6,1947,40.1,126,0
2170,L,299.3,308.4,1709,54.8,35,0
2171,M,299.1,309.9,1334,39.9,128,0
2172,L,297.8,308.4,1506,25.4,221,0
2173,L,302.0,312.1,1609,37.8,74,0
2174,M,300.9,309.7,1545,51.7,152,0
2175,L,301.8,311.4,1660,21.2,74,0
2176,M,299.4,310.2,1680,39.1,40,0
2177,L,298.7,310.0,1294,45.8,182,0
2178,M,297.8,307.5,1767,66.5,68,0
2179,M,300.7,310.5,1449,52.1,218,0
2180,L,297.9,307.8,1431,41.3,214,0
2181,L,303.7,314.0,1430,45.2,56,0
2182,L,297.4,306.8,1682,21.0,210,0
2183,L,300.5,307.7,1490,29.5,244,0
2184,L,303.1,314.3,1419,46.5,2,0
2185,M,301.2,313.0,1462,41.6,135,0
2186,H,300.4,309.7,1216,42.9,47,0
2187,M,298.1,307.0,1387,40.3,58,0
2188,M,297.2,307.1,1316,39.9,112,0
2189,M,301.5,311.4,1489,41.0,35,0
2190,M,303.0,314.0,1656,29.4,182,0
2191,L,299.1,309.2,1637,37.7,78,0
2192,H,297.7,306.9,1762,27.6,76,0
2193,M,295.1,303.8,1723,33.8,221,0
2194,L,298.0,308.9,1443,52.0,168,0
2195,L,299.8,310.4,1541,38.2,73,0
2196,L,303.2,314.3,1532,46.0,58,0
2197,L,301.3,310.4,1152,41.2,161,0
2198,M,300.6,312.4,1320,36.2,29,0
2199,L,299.2,307.5,1508,29.9,88,0
2200,L,298.8,309.5,1507,36.0,61,0
2201,H,302.8,310.9,1629,41.8,69,0
2202,L,300.4,309.6,1620,45.8,54,0
2203,L,295.8,307.4,1221,41.2,243,0
2204,L,298.7,309.5,1630,46.5,100,0
2205,M,298.3,307.7,1569,24.8,208,0
2206,H,298.9,308.4,1649,48.7,99,0
2207,L,301.1,311.2,1728,28.7,231,1
2208,M,299.8,310.3,1512,49.8,95,0
2209,L,299.8,311.1,1760,45.0,21,0
2210,H,302.6,312.2,1378,21.3,118,0
2211,M,298.6,307.0,1368,47.4,96,0
2212,M,303.7,313.9,1614,50.0,246,0
2213,L,298.7,308.2,1471,52.6,21,1
2214,H,300.2,308.9,1584,32.3,99,0
2215,M,299.4,309.7,1894,41.8,81,0
2216,L,300.2,310.0,1608,46.9,219,0
2217,M,300.9,311.2,1575,47.4,140,0
2218,L,300.9,310.0,1382,44.1,209,0
2219,M,298.5,309.0,1233,35.7,22,0
2220,L,297.8,306.4,1525,49.9,226,0
2221,M,305.0,314.2,1728,49.9,145,0
2222,L,299.0,308.8,1480,38.5,73,0
2223,L,301.4,313.1,1609,32.2,242,0
2224,L,296.8,307.6,1793,32.7,249,0
2225,L,299.4,310.5,1788,53.6,65,0
2226,L,299.7,311.2,1614,49.5,13,0
2227,L,300.9,314.5,1568,39.8,159,0
2228,L,294.6,304.6,1266,38.0,250,0
2229,L,300.3,311.8,1425,22.3,157,0
2230,L,297.7,308.7,1487,39.2,146,0
2231,M,300.6,311.6,1385,28.1,68,0
2232,L,297.9,309.7,1582,41.6,249,0
2233,H,298.3,307.9,1880,51.9,175,0
2234,M,299.5,309.0,1809,30.2,95,0
2235,M,297.9,308.2,1581,42.4,121,0
2236,L,299.0,308.9,1677,50.0,73,0
2237,M,297.6,307.9,1407,42.2,132,0
2238,L,296.3,307.9,1800,34.8,205,0
2239,L,302.0,311.6,1258,40.1,166,0
2240,L,297.4,307.1,1701,49.6,233,0
2241,M,299.6,309.8,1626,42.6,170,0
2242,L,301.5,311.3,1402,40.0,146,0
2243,L,298.8,306.9,1500,51.6,74,0
2244,H,298.3,307.8,1334,45.1,226,0
2245,M,300.5,311.1,1342,28.0,166,1
2246,L,302.2,313.7,1253,46.3,237,0
2247,L,297.7,306.5,1675,49.5,101,0
2248,M,299.7,308.5,1753,27.6,213,0
2249,L,296.5,306.6,1151,17.3,243,0
2250,L,299.2,307.1,1867,29.6,58,0
2251,L,300.1,309.6,1535,39.0,236,0
2252,H,298.3,306.6,1589,50.1,237,0
2253,M,299.1,310.5,1274,31.1,93,0
2254,M,297.2,306.4,1774,45.6,179,0
2255,M,300.2,311.8,1573,11.1,93,0
2256,L,302.1,313.2,1741,41.8,238,0
2257,L,297.8,307.2,1756,35.9,177,0
2258,L,298.8,307.7,1776,61.0,202,0
2259,L,301.0,310.8,1421,21.1,213,0
2260,L,302.4,312.3,1500,39.9,9,0
2261,M,297.0,307.4,1428,21.0,106,0
2262,M,299.7,308.9,1698,34.5,82,0
2263,M,300.6,311.3,1597,23.0,117,0
2264,L,299.8,310.1,1729,63.0,14,0
2265,M,295.0,304.7,1737,36.4,59,0
2266,M,301.0,310.3,1228,37.9,34,0
2267,L,303.0,312.9,1779,39.6,34,0
2268,M,300.2,309.4,1708,28.7,0,0
2269,L,297.9,308.0,1471,50.6,46,0
2270,L,299.0,309.1,1600,46.4,190,0
2271,L,303.5,313.8,1515,49.2,108,0
2272,L,301.8,313.6,1648,27.8,110,1
2273,L,301.3,311.1,1471,51.4,244,0
2274,M,300.7,311.7,1623,50.2,17,0
2275,H,298.7,308.9,1550,37.7,25,0
2276,M,299.6,309.4,1460,49.0,59,0
2277,M,299.8,309.7,1572,42.7,145,0
2278,L,301.1,311.0,2022,24.1,62,0
2279,M,303.0,313.3,1415,38.2,40,0
2280,L,302.2,311.3,1493,35.2,209,0
2281,L,297.2,305.7,1418,40.9,42,0
2282,L,300.4,311.1,1437,50.2,209,0
2283,L,301.5,312.4,1684,23.6,223,0
2284,L,301.2,312.0,1666,35.6,37,0
2285,L,298.7,308.9,1536,31.8,249,0
2286,L,305.8,316.6,1721,32.2,154,0
2287,H,297.4,308.2,1680,31.8,176,0
2288,L,297.8,308.6,1508,40.7,55,0
2289,L,300.5,309.6,1263,45.2,220,0
2290,L,304.2,313.1,1686,43.5,176,0
2291,M,298.3,307.9,1568,41.9,168,0
2292,L,299.5,309.5,1541,46.2,211,0
2293,L,302.2,311.9,1454,63.8,187,0
2294,L,300.0,308.1,1671,41.4,126,0
2295,L,299.3,311.1,1600,50.2,98,0
2296,L,301.1,310.9,1495,49.6,86,0
2297,L,300.5,310.7,1318,57.8,55,0
2298,L,302.1,313.3,1729,45.6,203,0
2299,L,302.6,310.2,1646,31.6,189,0
2300,L,300.6,310.1,1583,43.0,116,0
2301,M,300.6,310.2,1062,42.5,226,0
2302,L,300.4,310.1,1531,48.2,61,0
2303,L,301.0,310.8,1494,31.3,99,0
2304,L,300.1,311.6,1427,52.7,169,0
2305,H,300.0,310.7,1673,40.1,117,0
2306,L,302.4,313.4,1665,48.4,155,0
2307,L,303.0,313.1,1616,43.1,36,0
2308,M,297.0,305.6,1723,41.2,19,0
2309,L,300.0,307.9,1355,42.3,34,0
2310,L,298.6,307.1,1456,46.7,181,0
2311,L,299.4,309.7,1551,59.6,70,0
2312,M,300.8,310.8,1426,19.8,97,0
2313,L,301.3,311.1,1668,45.4,5,0
2314,M,299.8,309.4,1444,40.4,18,0
2315,H,296.2,308.2,1770,38.2,105,0
2316,L,298.1,307.2,1371,16.4,7,0
2317,L,301.8,312.7,1919,45.8,175,0
2318,L,294.5,304.5,1901,38.8,221,0
2319,L,302.4,312.3,1521,31.7,193,0
2320,L,301.0,312.2,1743,40.4,15,0
2321,H,302.6,314.1,1466,37.1,116,0
2322,M,299.6,309.4,1719,22.6,109,0
2323,M,295.9,306.7,1506,40.9,23,0
2324,L,300.9,311.2,1307,45.8,152,0
2325,M,302.5,312.6,1000,34.5,140,0
2326,H,301.8,312.1,1489,42.6,118,0
2327,M,298.7,308.0,1587,41.1,200,0
2328,L,300.2,309.9,1776,50.5,157,0
2329,M,298.9,308.4,1544,39.0,8,0
2330,L,298.4,309.3,1717,48.0,190,0
2331,L,301.9,311.8,1456,36.9,167,0
2332,L,297.6,306.3,1477,59.7,6,0
2333,M,298.2,307.5,1726,35.6,207,0
2334,M,297.8,304.6,1096,33.2,229,0
2335,L,297.0,306.5,1540,39.0,31,0
2336,L,300.3,310.3,1466,32.7,188,0
2337,L,302.3,312.2,1781,27.5,59,0
2338,L,299.6,311.6,1443,47.3,92,0
2339,L,297.0,307.6,1630,9.4,106,0
2340,L,301.7,312.2,1702,32.8,50,0
2341,M,303.4,311.7,1270,26.6,39,0
2342,L,298.7,308.3,1513,41.4,114,0
2343,L,299.0,308.6,1460,18.1,78,0
2344,L,301.0,310.2,1707,45.5,10,0
2345,H,303.2,312.4,1658,46.6,72,0
2346,M,299.0,307.2,1496,23.7,15,0
2347,M,297.3,306.1,1350,41.9,24,0
2348,L,301.3,312.1,1723,45.2,159,0
2349,L,301.6,311.5,1525,49.4,236,0
2350,L,300.0,309.5,1248,25.3,201,0
2351,M,298.9,308.9,1263,23.9,137,0
2352,H,302.0,313.2,1616,55.0,221,1
2353,M,301.1,311.1,1309,31.8,184,0
2354,M,298.5,309.0,1870,34.7,83,0
2355,M,300.1,309.3,1370,46.3,40,0
2356,L,297.3,306.7,1537,28.3,123,0
2357,H,301.4,311.7,1566,37.3,225,0
2358,L,299.5,311.4,1407,48.9,64,0
2359,L,299.1,310.6,1137,25.8,159,0
2360,L,299.9,310.5,1572,35.0,103,0
2361,L,300.1,310.2,1403,28.7,94,0
2362,L,301.8,313.2,1558,32.3,175,0
2363,L,301.2,312.0,1516,51.9,53,0
2364,L,299.7,307.4,1585,54.1,124,0
2365,L,301.5,310.5,1817,42.6,74,0
2366,L,300.8,311.1,1440,45.3,121,0
2367,L,299.1,307.4,1454,45.0,40,0
2368,L,299.8,308.9,1239,33.3,248,0
2369,L,299.7,309.0,1503,42.4,82,0
2370,M,301.0,310.8,1611,27.0,113,0
2371,M,299.3,309.0,1451,30.4,60,0
2372,M,299.2,308.9,1612,39.1,134,0
2373,M,303.9,314.8,1506,29.4,180,0
2374,L,301.9,311.6,1304,27.3,220,0
2375,M,298.5,308.1,1593,32.9,233,0
2376,L,301.1,309.8,1501,51.5,101,0
2377,L,300.2,311.3,1559,55.6,52,0
2378,M,300.8,310.1,1436,39.7,227,0
2379,L,300.3,309.2,1420,45.8,96,0
2380,M,302.4,312.6,1566,34.4,99,0
2381,M,300.7,309.9,1496,19.3,153,0
2382,M,299.9,309.3,1846,31.1,220,1
2383,H,302.1,312.3,1680,36.9,60,0
2384,L,300.5,310.1,1635,41.4,92,0
2385,L,300.2,312.6,1506,39.0,34,0
2386,L,300.6,310.6,1175,37.2,2,0
2387,L,299.8,310.4,1393,34.3,109,0
2388,M,300.0,308.1,1422,43.4,196,0
2389,M,298.8,308.0,1488,26.4,224,0
2390,M,298.5,307.4,1532,48.0,63,0
2391,L,298.0,307.0,1655,34.1,138,0
2392,L,297.2,307.6,1586,60.7,133,0
2393,L,298.2,309.3,1745,36.8,129,0
2394,L,299.7,310.0,1482,35.2,204,0
2395,M,300.2,310.0,1584,34.4,192,0
2396,L,299.5,308.8,1599,35.3,218,0
2397,L,295.3,306.4,1581,46.1,39,0
2398,L,303.1,315.2,1767,39.6,126,0
2399,M,302.2,312.3,1681,49.9,105,0
2400,M,300.9,311.8,1301,44.6,142,0
2401,L,303.8,314.2,1517,40.3,98,0
2402,L,298.0,308.8,1535,43.7,157,0
2403,L,303.8,312.6,1923,52.0,5,0
2404,L,298.1,307.6,1478,46.6,97,0
2405,M,300.5,310.9,1362,42.8,20,0
2406,M,297.5,308.7,1616,44.2,223,0
2407,L,300.0,309.2,1626,28.5,184,0
2408,L,300.8,308.7,1524,65.7,182,0
2409,H,299.7,309.2,1498,45.3,83,1
2410,L,301.4,312.4,1707,46.3,98,0
2411,M,300.2,308.6,1385,39.7,190,0
2412,L,299.0,307.8,1476,17.0,136,0
2413,L,298.9,309.0,1444,37.3,51,0
2414,L,301.6,311.5,1733,40.8,36,0
2415,L,298.7,309.3,1589,31.8,197,0
2416,H,301.8,310.6,1347,31.7,201,0
2417,L,302.4,312.1,1365,36.6,244,0
2418,L,296.7,307.9,1873,47.7,8,0
2419,L,302.3,311.1,1731,52.6,224,0
2420,L,304.1,315.6,1688,41.7,122,0
2421,L,300.5,309.4,1540,34.3,143,0
2422,L,301.2,312.0,1808,36.4,31,0
2423,M,302.1,311.7,1340,41.0,101,0
2424,L,299.4,308.3,1672,42.2,111,0
2425,L,300.4,309.9,1458,44.3,211,0
2426,H,297.4,307.9,1493,35.6,211,0
2427,L,300.3,310.3,1667,45.3,2,0
2428,H,301.0,312.1,1512,44.5,141,0
2429,L,301.0,312.5,1460,36.0,20,0
2430,M,302.1,310.9,1449,22.8,71,0
2431,M,298.5,307.2,1182,31.2,115,0
2432,M,298.9,307.6,1674,55.7,246,0
